peak.name,baseMean.de,padj.nc12.v.nc11,lfc.nc12.v.nc11,padj.nc13.v.nc12,lfc.nc13.v.nc12,padj.nc14.v.nc13,lfc.nc14.v.nc13,padj.lnc14.v.nc14,lfc.lnc14.v.nc14,intergenic,promoter,intron,exon,genomic.feature,open.at.NC11,open.at.NC12,open.at.NC13,open.at.NC14,open.at.LNC14,class
scaffold_4:48690959-48691040,26.39443693,0.0812,1.298,0.9677,-0.03513,1.11E-05,-1.535,0.0008546,-2.591,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.1
scaffold_4:48691310-48691415,54.39818927,0.6098,0.3953,0.09223,0.6612,0.09391,-0.4811,0.003929,-1.209,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,TRUE,TRUE,FALSE,group.6
scaffold_4:48694181-48694304,40.22295432,0.2892,0.756,0.4209,0.4057,0.7299,0.1219,0.3925,0.4787,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_4:48713184-48713309,36.7966553,0.8827,0.139,0.1523,-0.6229,0.0002043,-1.177,0.478,-0.5699,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,FALSE,group.5
scaffold_4:48717431-48717645,53.46896349,0.8854,-0.1234,0.99,-0.008675,0.4241,0.2338,0.9616,-0.05746,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:487196-487384,91.6299228,0.9566,-0.05182,0.7401,0.1693,0.4119,0.2397,0.87,0.1563,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:48722677-48722778,13.58478576,0.7615,0.3983,0.2062,-0.8289,0.5326,0.3282,0.9576,-0.1059,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:48723627-48723898,42.42576829,0.9829,0.02477,0.1444,-0.6702,0.0001591,1.136,0.5389,0.4226,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,group.14
scaffold_4:487679-487845,62.87620139,0.9921,-0.01717,0.8298,0.1998,0.1051,-0.7634,0.9066,0.2194,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:48788588-48788804,18.18981543,0.9812,-0.03758,0.1045,-0.9423,0.9322,0.05008,0.676,0.5026,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:48819344-48819424,6.213504212,0.8107,-0.4549,0.8915,-0.1826,0.1061,-1.071,0.9797,0.09618,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:48845061-48845147,7.072432997,0.4683,-1.069,0.7748,-0.3605,0.4011,-0.6249,0.5529,0.9199,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:4885367-4885458,10.77025395,0.9749,-0.0519,0.2508,-0.8568,0.1734,-0.7842,0.5391,-0.8686,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:48905003-48905105,10.46220247,0.6921,-0.5062,0.1788,-0.9752,0.4452,-0.4742,0.6856,0.5756,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:48943320-48943457,33.72061066,0.3014,-0.8255,0.6373,-0.326,0.2522,-0.484,0.9597,-0.09275,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:48974706-48974864,20.72604599,0.001209,-1.889,0.03169,-1.201,0.4838,0.366,0.06017,1.151,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,FALSE,FALSE,FALSE,FALSE,group.13
scaffold_4:49014089-49014404,87.79753669,0.345,-0.7537,0.04414,0.9351,0.05791,0.6601,0.8069,-0.2875,FALSE,TRUE,TRUE,TRUE,promoter,TRUE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:49015570-49015750,53.58612677,0.7637,-0.2775,0.1106,0.6985,0.1112,-0.5113,0.4364,-0.5564,FALSE,FALSE,TRUE,FALSE,intron,TRUE,FALSE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_4:4904717-4904952,72.01730166,0.4992,0.3986,0.9378,0.04545,0.0001837,-0.8896,0.7688,-0.2294,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:49070253-49070845,108.0938873,0.2756,0.7441,0.9564,-0.04121,6.85E-09,-1.715,0.7785,-0.3073,FALSE,FALSE,FALSE,TRUE,exon,FALSE,TRUE,TRUE,FALSE,TRUE,group.1
scaffold_4:49070966-49071090,19.09191023,0.3431,0.8042,0.9213,0.08267,0.03733,-0.75,0.9694,-0.06335,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:4907590-4907728,32.8838935,0.06728,1.644,0.8508,-0.1802,0.7503,-0.1809,0.01892,-1.719,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,group.21
scaffold_4:49087641-49087782,13.56400524,0.441,0.8469,0.8971,0.1282,0.009007,-1.153,0.7689,-0.4278,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.1
scaffold_4:49087895-49087986,9.581552827,0.8158,0.3527,0.9847,-0.02404,0.1422,-0.751,0.6051,-0.72,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:490982-491067,25.24319713,0.782,-0.2997,0.2294,0.6699,0.9933,-0.003787,0.8994,0.1586,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49114365-49114439,12.64397555,0.4468,-0.8737,0.7326,-0.3567,0.1562,0.7751,0.3532,-0.9348,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49114779-49114854,12.47782766,0.6978,-0.5187,0.8673,-0.1903,0.2178,0.6529,0.6538,-0.5524,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49115165-49115241,12.44204827,0.7437,0.4446,0.4001,-0.6364,0.914,-0.069,0.9367,-0.1628,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:491381-491472,21.39894005,0.2255,1.163,0.8088,0.208,0.4939,-0.3256,0.8364,0.2841,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:4915045-4915154,17.06563734,0.5237,-0.6765,0.2711,0.7127,0.4253,-0.3511,0.6999,0.4152,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49150502-49150732,23.4716072,0.4709,-0.7062,0.1211,0.855,0.05674,-0.7359,0.005474,-1.939,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,group.1
scaffold_4:49177454-49177691,22.7288943,0.04796,-1.505,0.004861,-1.473,0.1793,0.6549,0.9782,0.06477,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,group.5
scaffold_4:4926318-4926430,11.48944556,0.2916,-1.142,0.7682,0.301,0.8551,-0.1134,0.206,1.017,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49276817-49277344,86.03853144,0.9451,0.06291,0.6704,0.2062,0.5959,-0.1634,0.9723,-0.0454,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:49284427-49284547,11.56830791,0.2576,-1.246,0.3039,-0.832,0.6229,-0.3287,0.9493,-0.1746,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:493167-493399,44.61105718,0.9575,-0.06506,0.7656,-0.2074,0.8014,-0.1116,0.9393,0.1137,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:4934235-4934360,17.65907586,0.5203,-0.6391,0.8471,-0.1571,0.7735,-0.1371,0.8288,0.2897,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:4935043-4935193,23.03878119,0.1847,-0.9731,0.3385,-0.5863,0.08523,0.6785,0.001245,-1.901,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,group.11
scaffold_4:49434077-49434216,16.41269342,0.6625,0.4782,0.3919,-0.5568,0.5384,-0.2985,0.8724,-0.2431,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:49454036-49454206,11.14411905,0.8011,0.4419,0.7624,-0.3258,0.6821,-0.2778,0.9839,-0.06169,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49590711-49590849,38.40379296,0.8405,-0.2415,0.1786,0.7992,0.7352,-0.1636,0.8449,-0.2733,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:49596174-49596282,14.12690535,0.8457,-0.2555,0.5364,-0.4646,0.9232,0.05673,0.9586,-0.1049,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:49605070-49605302,17.63066124,0.8866,0.2207,0.4606,0.582,0.1095,-0.7763,0.6733,-0.5648,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49614450-49614616,43.91312071,0.9607,-0.05981,0.4842,0.3747,0.0268,-0.7125,0.3082,-0.7315,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,TRUE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_4:49614865-49615168,67.12384469,0.0339,1.233,0.2303,0.5504,4.82E-19,-2.593,0.0004311,-1.904,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,TRUE,TRUE,FALSE,FALSE,group.1
scaffold_4:49615404-49615540,25.40318065,0.59,0.5877,0.01698,1.097,0.2578,-0.4137,0.02302,-1.295,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,TRUE,TRUE,FALSE,group.6
scaffold_4:49615640-49615754,21.62490876,0.5921,0.5945,0.4077,0.5062,0.2958,-0.4146,0.1378,-1.051,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:4962064-4962360,69.71101895,0.3323,0.797,0.1813,0.6995,0.04016,-0.7435,0.9435,-0.1142,FALSE,TRUE,FALSE,FALSE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:49623522-49623658,17.9846494,0.4392,-0.9125,0.8934,-0.1592,0.5417,0.3649,0.9898,-0.03061,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49637809-49637895,13.62397093,0.9321,0.1401,0.3916,0.6623,0.2067,-0.61,0.6233,-0.5834,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49657296-49657444,26.77187258,0.7595,-0.31,0.206,-0.6927,0.8421,0.09677,0.9359,-0.1281,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:49667431-49667628,15.76523357,0.8333,-0.2697,0.8233,-0.2172,0.643,0.2534,0.9585,0.09725,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49673130-49673279,34.15349459,0.7341,-0.311,0.2721,-0.5595,0.3029,0.3776,0.3422,-0.6577,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,TRUE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:49675970-49676175,29.56103313,0.5755,0.5265,0.9521,-0.05315,0.6416,-0.2058,0.7333,-0.3663,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49684444-49684559,18.04023521,0.7976,-0.3463,0.8412,0.1921,0.8718,-0.09316,0.6131,-0.6025,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,TRUE,TRUE,FALSE,not dynamic not in group
scaffold_4:4974325-4974404,14.18689265,0.9541,0.09121,0.663,0.3737,0.7057,-0.2005,0.6641,-0.4808,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:4981770-4981880,28.63633267,0.6345,0.4735,0.9474,-0.05947,0.6939,-0.1796,0.8952,0.1831,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:49833469-49833633,23.86998547,0.8729,0.2124,0.4023,0.5205,0.00528,0.8997,0.9338,0.1087,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:49834219-49834467,64.33888031,0.06082,-1.118,0.8021,-0.1682,0.01683,0.7743,0.6233,0.4068,TRUE,FALSE,FALSE,FALSE,intergenic,TRUE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:49836611-49836713,16.3913134,0.4293,-0.9309,0.4408,-0.7064,1.44E-07,2.455,0.337,0.7327,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,group.15
scaffold_4:498419-498611,33.71175158,0.911,0.1526,0.9321,-0.07893,0.0349,0.8086,0.5422,0.5395,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:4986143-4986326,37.7095755,0.8151,0.2224,0.3309,0.4865,0.01125,-0.7879,0.9662,-0.06303,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:49869406-49869612,37.88349817,0.8831,0.1543,0.1719,0.6313,0.1942,0.3991,0.4962,-0.442,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:498778-498943,39.56617989,0.8671,-0.1641,0.5614,-0.3093,0.1416,0.464,0.2955,0.5967,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_4:49891155-49891247,10.37332211,0.9389,-0.1468,0.3755,-0.847,0.7632,-0.2355,0.9992,0.003032,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:4991162-4991291,23.30237486,0.9422,-0.09602,0.6532,0.328,0.2404,-0.4893,0.5518,-0.5469,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:49915613-49915714,18.55284198,0.88,-0.1931,0.4666,-0.5024,0.6342,-0.2437,0.9311,-0.1602,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:499318-499608,72.72604706,0.5591,0.35,0.9189,-0.0561,0.03895,-0.4949,0.9213,0.0982,FALSE,FALSE,FALSE,TRUE,exon,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:499965-500172,53.55303923,0.9664,0.04495,0.9788,-0.01983,0.3414,-0.3102,0.9491,0.08565,FALSE,FALSE,FALSE,TRUE,exon,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:50017336-50017463,21.17121119,0.9841,-0.0262,0.04215,-1.06,0.122,0.6532,0.436,0.5875,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,group.4
scaffold_4:50020036-50020135,14.26194129,0.8522,0.2931,0.2639,-0.9016,0.004032,1.456,0.8407,-0.3229,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,group.14
scaffold_4:50026810-50026896,15.61568207,0.9505,-0.1068,0.1995,-0.96,0.2952,0.5916,0.8752,0.2789,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:5003476-5003653,69.74450538,0.9123,0.1049,0.6689,-0.2338,0.08455,0.5176,0.943,0.08888,FALSE,TRUE,FALSE,TRUE,promoter,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:50038576-50038654,11.93896674,0.6487,-0.5606,0.3383,-0.7528,0.9887,0.009617,0.7608,0.4406,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50042210-50042345,16.69019709,0.8137,0.4035,0.9821,0.02685,0.001196,1.304,0.004726,1.425,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,group.8
scaffold_4:50046156-50046264,20.15629269,0.6308,-0.5154,0.4332,-0.5307,0.5361,0.2979,0.6784,0.4513,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50062226-50062300,15.75123376,0.596,0.6256,0.3517,-0.6874,0.2225,0.6033,0.7675,0.3678,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50062435-50062724,41.65682909,0.979,-0.03183,0.8675,0.1139,0.6495,0.1658,0.08439,0.8211,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_4:50067904-50068146,72.35240574,0.2809,1.042,0.3958,-0.5963,0.1049,0.7401,0.5815,0.6159,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,TRUE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_4:50068707-50069102,152.9021763,0.7826,0.1729,0.3446,-0.3213,0.01729,0.5096,0.03788,0.6819,FALSE,FALSE,TRUE,FALSE,intron,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:50069792-50069867,23.36539482,0.8871,0.192,0.4565,0.5385,0.001924,-1.325,0.6421,0.5264,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,group.13
scaffold_4:50070070-50070170,35.68149819,0.9547,0.084,0.3063,0.6771,0.03013,-0.9193,0.7671,-0.3945,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50075944-50076023,14.96824178,0.9044,0.1614,0.6503,-0.3463,0.03881,-0.9242,0.8691,0.2594,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50083985-50084110,18.1217587,0.9795,-0.03894,0.556,-0.4354,0.4702,0.346,0.9963,-0.007958,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50084831-50085004,39.60851282,0.7899,0.2147,0.3641,-0.426,0.9715,-0.01431,0.9858,-0.02357,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_4:5008531-5008840,46.70614446,0.6453,-0.4582,0.3158,0.589,1.37E-05,1.332,0.0004561,1.362,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,TRUE,TRUE,group.8
scaffold_4:50092327-50092421,11.88168077,0.679,-0.5894,0.994,-0.01017,0.4402,-0.4726,0.9173,-0.2388,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50104240-50104424,40.9145445,0.1901,0.9823,0.6052,0.3256,0.001575,-1.098,0.7094,-0.3935,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,TRUE,TRUE,TRUE,group.3
scaffold_4:50106323-50106481,32.57023791,0.9139,-0.1373,0.09879,-0.9043,0.6751,0.2085,0.5611,0.5586,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50118636-50118744,21.62048564,0.256,-0.906,0.4655,-0.4874,0.3145,0.4378,0.9857,0.03271,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:50143749-50144065,70.26493757,0.7588,0.3835,0.9731,-0.03728,0.0007597,-1.463,0.9823,0.05537,FALSE,FALSE,TRUE,TRUE,exon and intron,TRUE,TRUE,TRUE,FALSE,TRUE,group.3
scaffold_4:50149285-50149499,76.04002199,0.8823,0.1171,0.009078,0.7512,0.5551,-0.1543,0.6281,-0.2881,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:50156120-50156242,28.23500685,0.7547,0.3315,0.4724,-0.4598,0.8595,0.08844,0.8603,0.2306,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50160276-50160551,229.9451539,0.7231,0.2847,0.4659,0.3486,0.07344,-0.537,0.8201,-0.2371,FALSE,FALSE,FALSE,TRUE,exon,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:50161035-50161163,70.87067818,0.7812,-0.2442,0.0907,0.7241,0.37,-0.3011,0.8784,-0.1725,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_4:50161451-50161739,187.4206099,0.4917,0.4163,0.03938,0.6529,0.8836,-0.04645,0.8798,0.1409,FALSE,FALSE,FALSE,TRUE,exon,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:50166229-50166645,282.7921119,0.001833,0.9828,0.06224,0.4725,0.3158,0.207,0.8216,-0.1476,FALSE,FALSE,FALSE,TRUE,exon,TRUE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:50167845-50168485,265.4916898,0.2202,0.529,0.09731,0.4578,0.4248,-0.1814,0.4321,0.3552,FALSE,FALSE,FALSE,TRUE,exon,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:50175525-50175702,27.28617316,0.7558,0.2877,0.4562,-0.4171,0.6154,0.2002,0.9907,0.01555,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,TRUE,not dynamic not in group
scaffold_4:50201068-50201304,32.9771169,0.6376,-0.4415,0.6456,-0.3078,0.0004423,1.163,0.318,0.618,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,group.15
scaffold_4:50208270-50208606,61.48084323,0.9119,0.1364,0.3731,-0.5384,0.7449,0.155,0.8143,0.3083,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,TRUE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_4:50222295-50222396,14.89280352,0.7659,0.3739,0.6612,0.3433,0.2473,-0.5105,0.7969,0.3214,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:5023701-5023812,34.55943846,0.937,0.1059,0.4021,0.5108,0.1351,-0.5809,0.8416,0.2647,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50260877-50260973,15.33436276,0.9635,-0.07187,0.5869,-0.42,0.6326,0.2489,0.8813,0.2276,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50262563-50262675,18.62233987,0.9742,-0.0554,0.5561,-0.5124,0.1008,0.8376,0.7147,-0.5048,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:50263929-50264238,48.69423456,0.5939,0.5406,0.7512,0.2417,0.002219,-1.182,0.6227,-0.5341,FALSE,TRUE,FALSE,TRUE,promoter,FALSE,FALSE,TRUE,FALSE,FALSE,group.1
scaffold_4:5026724-5027002,175.3634271,0.139,0.5724,0.333,0.2822,0.008006,-0.486,0.3288,-0.3845,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,TRUE,TRUE,TRUE,TRUE,not dynamic not in group
scaffold_4:5027812-5027921,54.89343181,0.9507,-0.07692,0.3245,0.5431,0.07799,-0.6356,0.09809,-1.03,FALSE,FALSE,FALSE,TRUE,exon,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
scaffold_4:50278827-50279154,50.79899969,0.3194,-0.7241,0.7618,-0.2014,0.5368,0.2411,0.8658,-0.2068,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:50293801-50294027,42.30838953,0.9773,0.04361,0.9938,0.007906,3.23E-06,1.651,0.8521,0.2411,TRUE,FALSE,FALSE,FALSE,intergenic,FALSE,FALSE,FALSE,TRUE,TRUE,group.12
scaffold_4:50308441-50308605,31.53863959,0.6756,-0.4258,0.882,0.1295,0.08482,0.6512,0.2185,0.7729,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_4:50308774-50308935,29.91035425,0.3693,-0.7856,0.2919,0.6532,0.103,0.6061,0.8007,0.2805,FALSE,FALSE,TRUE,TRUE,exon and intron,FALSE,FALSE,FALSE,TRUE,TRUE,not dynamic not in group
scaffold_4:50309195-50309281,13.82005891,0.8652,-0.2273,0.3177,-0.7739,0.9325,0.05742,0.0142,1.453,FALSE,TRUE,FALSE,FALSE,promoter,FALSE,FALSE,FALSE,FALSE,FALSE,group.4
scaffold_4:50312709-50312799,22.17280348,0.7247,0.3509,0.8456,-0.1523,0.09902,0.5857,0.8384,-0.2112,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,TRUE,FALSE,not dynamic not in group
scaffold_4:50313482-50313556,11.3205476,0.5547,-0.7698,0.2616,0.9155,0.899,0.07603,0.9858,-0.0374,FALSE,FALSE,TRUE,FALSE,intron,FALSE,FALSE,FALSE,FALSE,FALSE,not dynamic not in group
